;; -*- coding: utf-8 -*-
[Comment]
纯净二笔
-----------------------------------------
二笔输入法规范编码  作者：承谦堂主	
jjkq 经济开发区
jjks 教科书
jjkw 岌岌可危 教科文
jjkx 经济科学
jjky 久经考验
jjkz 积极开展
jjl 吉
jjl/ 教练
jjla 教龄
jjlc 截流
jjld 津津乐道
jjlf 聚敛
jjlj 嘉陵江
jjll 经济理论
jjlm 基隆
jjlp 吉隆坡
jjlq 吉利
jjlt 截留
jjlu 聚拢
jjlx 吉林
jjly 经济利益
jjm 鄄
jjm/ 酵母
jjmd 阶级矛盾
jjmf 救命
jjmj 酵母菌
jjmk 截面
jjmm 急急忙忙
jjmn 救民
jjmt 嘉勉
jjmy 经济贸易
jjn 嘏
jjna 嘏
jjnl 近几年来
jjns 吉尼斯
jjny 经久耐用
jjnz 绞尽脑汁 基诺族
jjpc 吉普车 教派
jjpi 吉普
jjpj 吉普车
jjps 吉普赛
jjpz 柬埔寨
jjq 教
jjqd 鬏
jjqj 截取
jjqk 紧急情况
jjql 竭尽全力 贾庆林
jjqr 救 教
jjqv 救起
jjqy 嘉庆
jjrb 经济日报
jjrf 救人
jjrs 吉日
jjrt 截然
jjry 精简人员
jjs 晋
jjs/ 教书
jjsd 教师
jjsf 教唆犯
jjsh 经济社会
jjsi 基数
jjsj 教师节
jjsk 基石
jjsl 教唆 经济实力 节节胜利
jjso 教室
jjsq 晋升 棘手
jjss 经济损失
jjst 经济实体
jjsu 教授
jjsy 救生衣
jjsz 救世主
jjt 鞫
jjt. 吉通
jjtd 积极态度
jjte 教徒
jjtf 吉他 教堂
jjtg 截图
jjti 鞠
jjtj 经济条件
jjto 吉它
jjtq 经济特区
jjts 积极探索
jjtt 教条
jjtx 经济体系
jjty 鞫
jjtz 经济体制
jjv 墼 基
jjw 聚
jjwc 教务处
jjwe 聚
jjwj 经济危机
jjwl 经济往来
jjwq 教委
jjwr 紧紧围绕
jjws 接近尾声
jjwt 教务
jjww 唧唧歪歪
jjwy 救亡
jjwz 教务长
jjx/ 基线
jjxa 聚酰胺
jjxd 积极行动
jjxf 教学法
jjxj 经济学家
jjxl 涓涓细流 教学楼
jjxo 教学
jjxp 教训 吉祥
jjxr 吉凶
jjxs 见机行事 救星
jjxw 吉祥物
jjxx 经济信息
jjxy 经济效益
jjxz 经济协作
jjyb 教育部
jjyc 教育处
jjyg 基因 嘉裕关
jjyh 基于
jjyi 教养
jjyj 教育局
jjyk 教研
jjyl 教员
jjys 炯炯有神 基业 教研室
jjyt 井井有条 济济一堂 教育厅
jjyu 救援
jjyw 津津有味
jjyx 教育学
jjyy 教育 兢兢业业
jjyz 基因组
jjz; 截至
jjza 截止
jjzb 经济指标
jjzc 救治
jjzd 截止到
jjzf 聚众 截住
jjzg 救助
jjzj 聚酯
jjzk 聚在
jjzl 经济增长率
jjzm 教子
jjzo 救灾
jjzr 吉兆 经济责任
jjzt 紧急状态
jjzw 经济作物
jjzy 基准
jjzz 叽叽喳喳 经济增长 经济组织
jk 碱
jk; 戛
jk;r 戛
jkbd 叫苦不迭
jkbt 绝口不提
jkby 缄口不言
jkcs 健康长寿
jkcy 艰苦创业
jkcz 交口称赞
jkdq 歼敌
jkdy 碱度
jkf 礁
jkfd 艰苦奋斗
jkfl 硷
jkfy 礁
jkfz 健康发展
jkhf 碱化
jki 厥
jki; 厥
jkj 礓
jkjh 歼击
jkjj 歼击机
jkjn 礓
jkjs 碱金属
jkkz 碱
jklt 叫苦连天
jkm 殛
jkml 歼灭 殛
jkn 厩
jkn; 厩
jkps 艰苦朴素
jkq 歼
jkqk 健康情况
jkqx 歼
jks 剞 劂
jksi 奇数
jksk 礁石
jksp 进口商品
jkst 碣
jkt 矶
jkww 教科文卫
jkwz 惊恐万状
jkx 丌
jkxo 碱性
jkz 奇
jkzj 艰苦卓绝
jkzk 健康状况
jkzl 奇
jl 叫
jl, 跏
jl,l 跏
jl; 距
jl;; 距
jl;r 戢
jl;t 喈
jla 噱
jla, 噱
jlbd 接连不断
jlbx 夹板 叫板
jlcf 纪律处分
jlch 叫春
jlcj 积劳成疾 江郎才尽
jlcn 夹层
jlcp 精力充沛
jld; 叫到
jlde 叫得
jldi 叫道
jldj 夹带
jldw 计量单位
jlew 尽力而为
jlf 噍
jlf/ 夹缝
jlfc 叫法
jlfy 加利福尼亚 噍
jlg 咀
jlgh 咀
jlgj 夹攻
jlgl 叽里咕噜 叽里呱啦
jlh 践
jlh, 叫好 践
jlhd 交流活动
jlhl 叫喊 叫唤
jlhr 解铃还须系铃人
jlhw 趼
jlhz 叫花子
jli 嗟
jlih 嗟
jlj 咭
jlj/ 叫绝
jljc 纪律检查
jljf 距今
jljg 夹具
jljh 夹击
jljl 咀嚼
jljq 建立健全
jljt 夹角
jljy 交流经验
jljz 激励机制 咭
jlk 蹶
jlkb 叫苦
jlkg 颊
jlki 噘 蹶
jlkj 夹克
jlll 叫来
jlly 距离
jllz 据理力争
jlm 郏 叫
jlmg 紧锣密鼓
jlmj 叫卖
jlml 叫骂
jlmu 叫门
jln 踞
jln. 跽
jln; 唧
jlnh 踺
jlnq 踞
jlq 夹
jlqc 夹
jlqd 啾
jlqv 夹起
jlr 嚼
jlrf 叫人
jlri 嚼
jlrl 叫嚷
jlrs 军令如山
jlsj 叫声
jlsm 举例说明
jlsw 跻身
jlsx 交流思想
jlsy 跻身于
jlt 叽
jltl 践踏
jltp 鹃
jlw 踽
jlwm 价廉物美
jlwn 踽
jlwy 见利忘义
jlx 噤
jlxj 叫醒
jlxl 叫嚣
jlxx 噤
jly 跤
jlym 纪律严明
jlyr 跻 霁 哜 跤
jlyt 急流勇退
jlyy 夹衣
jlza 记录在案
jlzd 奖励制度
jlzf 叫做
jlzi 叫着 夹着
jlzj 积累资金
jlzk 夹在
jlzm 夹子
jlzt 夹杂
jlzx 交流中心
jm 际
jm/ 卺
jmbq 降半旗
jmcn 阶层
jmd; 降到
jmdf 降低
jmdw 阶段
jmdx 阶段性
jmey 简明扼要
jmf 阶
jmfg 降幅
jmfw 阶
jmgd 鸡鸣狗盗
jmgj 军民共建
jmgx 降格
jmhd 际
jmhi 降火
jmhw 阱
jmj/ 阶级 降级
jmjf 降价
jmjl 精美绝伦
jmjt 降解
jmjx 阶级性
jmln 今明两年
jmls 降临
jmlt 降落 今明两天
jmlx 紧密联系
jmny 挤眉弄眼
jmqg 精明强干
jmsc 集贸市场
jmsg 降水
jmsl 降水量
jmsp 鸡毛蒜皮
jmsq 降生
jmsz 居民身份证
jmt 降
jmtj 紧密团结
jmtx 阶梯
jmty 降
jmv 孓
jmwc 降温
jmwh 居民委员会
jmwi 降为
jmwj 绝密文件
jmwl 假冒伪劣
jmwq 举目无亲
jmxe 亟须
jmxj 降下
jmxl 降雪
jmxq 阶下囚
jmxw 降息
jmyg 际遇
jmyj 降雨
jmyk 降压
jmyl 降雨量
jmyq 精密仪器
jmz 亟 孑
jmz; 降至
jmzh 近墨者黑
jmzj 降职
jmzr 节目主持人
jmzs 静脉注射
jn 即
jn. 建
jn.j 弪
jn; 既
jn;t 既
jnao 建安
jnb 己
jnbf 即便
jnbj 剧本
jnbk 既不
jnbn 既不能
jnbp 即被
jnbu 即把
jnby 局部
jncf 局促
jncj 君臣
jnck 建成
jncv 剧场
jncx 建材
jnd; 尽到
jnde 既得
jndf 建党
jndh 剧毒
jndj 建都
jndo 既定
jndt 居多
jndx 建档
jne 屐
jnea 屐
jnef 屦
jnel 九牛二虎之力
jnfa 既非
jnfd 酒囊饭袋
jnfp 建房
jnfy 己方
jng 届
jnga 缉拿归案
jngg 建国
jngj 建功 届
jngq 尽管
jngx 建构
jngy 居高
jnh, 建好
jnhd 纪念活动
jnhe 建行
jnhp 忌讳
jnj 居
jnj/ 局级
jnjf 剧集
jnjg 疆界
jnjh 节能降耗
jnjj 建军节
jnjl 居
jnjn 疆
jnjo 居家
jnjp 建军
jnju 居间
jnjy 即将 建交
jnkk 艰难困苦
jnkn 尽可能
jnko 尽快
jnky 即刻
jnkz 即可
jnl 君
jnl, 尽力
jnlg 强
jnlk 剧烈
jnln 俊男靓女
jnlq 建立起
jnls 尽量
jnlt 居留
jnly 建立
jnlz 建立在
jnm 郡 即
jnmc 届满
jnmg 剧目
jnmj 锦囊妙计
jnmk 局面
jnmn 居民
jnmq 居民区
jnmx 建模
jnn. 既能
jno 尽
jnp 忌
jnpo 忌
jnpp 剧评
jnq 犟
jnqj 即期 犟
jnql 尽全力
jnqo 尽情 剧情
jnqv 建起
jnqx 君权
jnqz 艰难曲折
jnrf 己任
jnrs 即日
jnrt 既然 居然
jns 剧
jnsa 居上
jnsb 建设部
jnse 居所
jnsf 即使
jnsj 居士
jnsl 吉尼斯纪录
jnsn 局属
jnso 居室
jnsp 建设
jnss 既是 届时 即时
jnsu 局势
jnsw 建设为
jnsx 建设性 建树
jnsz 暨 建设者
jnt 局
jntg 剧团
jntl 局
jnto 尽头
jntv 疆土
jnty 剧痛
jnwe 既往
jnwf 即位
jnwh 居委会 君王
jnwi 即为
jnwq 建委
jnwr 局外人
jnwt 局外
jnxm 局限
jnxo 尽兴 即兴
jnxp 尽心 居心
jnxx 局限性
jnxy 局限于 即席
jnxz 解囊相助 艰难险阻
jny. 即以
jny; 即与
jnyh 建于 居于
jnyj 既要
jnyk 既有
jnyl 今年以来
jnym 九牛一毛 剧院
jnyn 即已
jnyp 建议
jnys 建议书
jnyt 即用
jnyv 疆域 局域
jnyw 局域网
jnz/ 剧组 剧终
jnzf 居住
jnzg 居中
jnzh 尽责
jnzj 尽职
jnzk 建在
jnzm 君子
jnzq 建筑 建造 局长
jnzs 尽早 建筑师
jnzv 剧增
jnzw 建筑物
jnzx 建筑学
jnzy 建筑业 君主
jo 家
joa 寂
joaj 寂
job, 举办
joba 举步
jobr 举报人
jobu 举报
jobw 举兵
jobx 举杯
jocf 家常
jocg 家财
joch 家蚕
jock 寄存
jocm 家丑 寄出
joco 觉察
jocp 惊诧
jocq 寄存器
jocu 举措 家畜
jocy 家产
jod; 寄到
jode 觉得
jodf 家当
jodg 家电
jodh 举动 惊动
jody 家底
joeo 惊愕
jofc 家法
jofp 家访
jofr 家父
jofy 寄放
jog 觉
jog/ 寄给
jogg 举国
jogh 惧 家规
jogt 觉
joh 举
joh/ 惊骇
johf 家伙
johg 寄回
johl 惊呼
joho 惊慌
johx 举
joi 窭
joij 窭
jojb 举荐
jojg 家具
jojh 寂静
joji 家眷
jojj 家教
jojk 惊厥
jojl 惊叫
jojn 家居
jojo 家家
jojr 寄件人
jojv 家境 窘境
jojy 究竟
jok 寄
jok, 家
jokj 惊恐
joky 寄
jol 蹇
jola 蹇
jolf 举例
jolg 家里
joll 寄来
jolr 家里人
jomg 举目
jomk 家门口
jomo 寂寞
jomu 家门
jon 窘
jong 惧内
jonk 窘
jopo 惧怕
jopp 家谱
jopr 家贫
jopw 窘迫 举牌
joq 窖
joqa 窖
joqd 悸
joqf 家禽
joqj 究其
joqk 惊奇
joqv 举起
joqx 举枪
joqz 寄钱
jorf 家人 惊人
joru 惊扰
jos 憬
jos/ 家书
josc 寄生虫
josf 家什
josg 家史
josi 寄送
josj 举世
josl 家属楼
josn 家属
joso 寄宿
josq 寄生 举手
joss 寄宿生
josy 憬
jot 究
jotk 窘态
jotl 惊叹
jott 家兔
jotu 寄托
joty 家庭
jowe 寄往
jowh 家务活
jowo 觉悟
jows 家务事
jowt 家务
jowy 寄望
jox/ 家乡
joxe 举行
joxf 寄信
joxh 惊现
joxj 惊喜 觉醒 惊醒
joxl 惊吓
joxm 惊险
joxp 惊心
joxw 寄希望
joy 惊
joy. 寄予
joyg 家园
joyh 謇
joyl 惊
joyn 惊异
joyp 惊讶 寄语
joys 家业
joyt 家用
joz; 寄至
joza 举止
jozg 家中
jozi 举着
jozj 家政
jozp 举证
jozq 家长 举重
jozu 惊蛰
jozw 寄自
jozy 家族
jozz 家长制
jp 军
jp, 皲
jp,g 皲
jp. 谲
jp.m 谲
jp; 讵
jp;; 讵
jp;j 军
jpbd 肩膀
jpbj 肩并肩
jpbl 诀别
jpbq 记不清
jpbt 军备
jpby 军部
jpc; 军车
jpcc 计程车
jpcf 记仇
jpcj 计酬
jpcm 讲出
jpcq 计策
jpcz 记错
jpd 肩
jpd, 军刀
jpd; 讲到
jpdb 军代表
jpdd 讲道德
jpde 记得
jpdg 记大过
jpdi 讲道
jpdl 讲道理
jpdm 军队
jpdv 军地
jpf 衿
jpfc 军法 讲法
jpfd 军服
jpfm 谨防
jpfn 计费 军费
jpfp 讥讽 衿
jpfq 军分区
jpfr 记分
jpft 肩负
jpfu 军阀
jpfy 军方
jpfz 袷
jpg 扃
jpg/ 讲给
jpgc 军工厂
jpgd 鸡皮疙瘩
jpgg 军国
jpgh 军规
jpgj 记过 军工 记功 讲过
jpgl 扃
jpgo 军官
jpgq 讲稿
jpgs 讲故事
jpgz 军歌
jph 讲
jph; 计划
jphb 计划表
jphc 计划处
jphi 军火
jphk 军火库
jphl 记号
jphn 计划内
jpho 记恨 襟怀
jphp 讲话
jphq 讲和
jphs 计划书 军火商
jphw 诫 讲
jphx 讦
jpi 谫
jpiz 谫
jpj 计
jpj. 谏
jpj/ 军纪
jpj; 计较
jpja 谨
jpjb 军警
jpjd 肩胛
jpje 军舰
jpjf 讲价 计价 计件
jpjg 肩胛骨 军界
jpjo 讲究
jpjp 讲讲
jpjq 计价器 军籍
jpjt 讲解
jpjx 军机
jpjz 诘
jpkp 讲课
jpl, 军力
jpla 军龄
jplb 记录本
jplf 军令
jplh 讲理
jpli 军粮
jplj 筋疲力尽
jplm 讲礼貌
jpln 记录
jplo 记牢
jplp 军礼
jpls 计量
jply 军旅
jplz 军令状
jpmn 军民
jpmp 计谋
jpms 讲明
jpmt 记名
jpn 记
jpnb 记
jpnq 裾
jpnr 诀
jppc 讲排场
jppj 计票
jppl 军品
jppp 讲评
jpqc 讲清
jpqj 讲求
jpqo 诀窍 讲情 军情
jpqv 记起
jpqx 军权
jpqy 军旗
jpqz 军区
jprf 军人
jpro 军容
jprr 计入
jprw 家破人亡
jps, 军嫂
jpsa 肩上
jpsb 记事本
jpsd 讲师 军师
jpsf 军售
jpsh 军事化
jpsi 计数
jpsj 计算机 讲述 军事 记事 记述
jpsn 军属
jpso 谨慎
jpsq 计算
jpss 计时
jpsu 讲授
jpsw 计生委
jpt 讥
jpt. 讲台
jptf 讲堂
jptg 军团
jpto 肩头
jptu 肩挑
jptv 讲坛
jpu 裥
jpub 裥
jpwg 军网
jpwk 军威
jpwm 讲文明
jpwo 讲完
jpwq 军委 计委
jpws 讲卫生
jpwt 军务
jpx 襟
jpx. 讲习
jpxb 讲习班
jpxe 军衔
jpxf 记叙
jpxj 记下
jpxl 军需
jpxo 记性 讲学
jpxp 军心 军训
jpxq 讥笑
jpxs 金盆洗手
jpxt 军饷
jpxw 计息
jpxx 军校 军械 襟
jpxy 讲信用
jpyb 军营
jpyc 讲演
jpyi 讲义
jpyk 计有
jpyl 记忆力
jpyo 记忆
jpyp 军用品
jpyt 军用 军乐
jpyu 军援
jpyy 军衣
jpyz 军医
jpzf 记住
jpzg 记账
jpzi 记着
jpzj 记者 记载
jpzk 记在
jpzq 军长
jpzy 讲座 军装 肩周炎
jpzz 记者证
jq 积
jq, 笳
jq,l 笳
jq; 矩
jq;; 矩
jqb/ 简编
jqba 箭步
jqbd 举棋不定
jqbf 简便
jqbn 鸡犬不宁
jqbq 坚强不屈
jqbu 简报
jqck 积存
jqcq 简称
jqcx 稽查
jqd 筋
jqd, 筋
jqdc 积淀
jqde 积德
jqdh 简单化
jqdi 简单
jqdm 季度末
jqdo 筋斗
jqdq 简短
jqdy 季度
jqfb 积分榜
jqfd 积肥
jqfl 奖勤罚懒
jqfq 简繁
jqfr 积分
jqft 季风
jqfz 健全法制
jqg 稷
jqg/ 籍贯
jqgg 筋骨
jqgh 犋
jqgj 稷
jqgl 加强管理
jqgq 秸秆
jqgt 笕
jqgy 究其根源
jqh 籍
jqh, 笺
jqhe 季后
jqhf 简化
jqhj 籍
jqhw 笄
jqhx 稽核
jqi 箭
jqiz 箭
jqj 秸
jqja 箕
jqjb 季节
jqjc 简洁
jqjf 简介 矫健
jqjj 积聚
jqjp 季军
jqjs 驾轻就熟
jqjt 犄角
jqju 简捷
jqjx 积极 积极性
jqjz 秸
jqk 稽
jqk. 嵇 稽
jqkh 季刊
jqky 简况 犄
jql/ 简练
jqlg 积累 简略
jqlk 简历
jqlm 简陋
jqlr 积
jqm 季
jqmd 筋脉
jqmh 季末
jqmk 简码
jqms 简明
jqmx 积木
jqmz 季
jqn 毽
jqnh 犍 毽
jqo 稼
jqon 稼
jqpp 简谱
jqpx 简朴
jqq 矫
jqqi 季前
jqqo 矫情
jqqr 矫
jqqt 积欠
jqqy 极其重要
jqsg 积水
jqsj 简述
jqst 矫饰
jqt 笈
jqtf 简体
jqtj 加强团结
jqto 箭头
jqtv 笈
jqtz 简体字
jqu 简
jqub 简
jqx 榘
jqxb 积蓄
jqxh 矩形
jqxl 积雪
jqxp 简讯 简写
jqy/ 简约
jqyj 简要
jqyk 积压
jqys 简易
jqyt 积怨
jqyy 究其原因
jqyz 简言之
jqzc 矫治
jqzd 健全制度
jqze 稽征
jqzj 简直 矫正
jqzm 矩阵
jqzs 简直是
jqzu 积攒
jqzx 九泉之下
jqzy 简章 简装
jr 爵
jrbb 坚韧不拔
jrbd 精锐部队
jrbt 截然不同 迥然不同
jrgj 金融工具
jrgs 爵
jrhc 噤若寒蝉
jrjg 金融机构
jrjj 渐入佳境
jrjs 经人介绍
jrjy 假仁假义
jrjz 见仁见智 尽人皆知
jrlx 寄人篱下
jrps 坚如磐石
jrrc 既然如此
jrry 尽如人意
jrsc 金融市场
jrsj 爵士
jrsy 尖锐湿疣
jrtx 吉人天相
jrtz 金融体制
jrwj 金融危机
jrxf 截然相反
jrys 孑然一身
jryw 金融业务
jryx 井然有序
jrzb 金融资本
jrzc 金融政策
jrzx 金融中心
jrzz 矫揉造作
js 紧
js/u 紧
jsau 紧挨
jsb/ 紧绷
jsbj 见死不救
jsbl 鉴别
jsbu 紧闭
jsbx 兼收并蓄
jsbz 紧逼
jscb 监察部
jscc 监测
jscf 精神财富
jscg 技术成果
jscj 监察局
jsco 监察
jscq 坚称
jscs 技术措施
jsct 军事冲突 聚沙成塔
jscu 坚持
jscx 监查
jscy 紧凑
jsda 监督 景点
jsdg 紧盯
jsdh 鉴定会
jsdj 监督局
jsdo 坚定 鉴定
jsdq 监督权
jsds 精神抖擞
jsdx 坚定性
jsdy 监督员
jsdz 景德镇
jsf 鉴
jsfh 鉴
jsfl 精神分裂
jsfs 救死扶伤
jsft 军事法庭
jsfw 技术服务
jsfz 技术发展
jsg 监
jsg. 景观
jsgc 建设工程
jsgg 坚固
jsgh 建设规划
jsgj 监工
jsgl 紧跟
jsgm 技术革命
jsgq 监管
jsgs 监
jsgw 坚守岗位
jsgx 技术革新
jsgy 集思广益 娇生惯养
jsgz 紧箍咒
jshd 竞赛活动
jshf 精神焕发
jshh 借尸还魂
jshj 举世罕见
jshr 监护人
jshs 惊世骇俗
jshu 监护
jsi 炅
jsir 炅
jsjd 军事基地
jsjj 技术监督局
jsjl 技术交流
jsjm 尽善尽美
jsjq 娇声娇气
jsjs 紧紧 今生今世
jsjt 紧急
jsju 紧接
jsjx 监禁
jsjy 坚决
jsjz 紧接着
jskb 尖酸刻薄
jskf 技术开发
jskj 监考
jskq 紧靠
jsku 监控
jskx 军事科学
jsky 景况
jslf 紧邻
jslh 监理
jsli 晶粒
jsll 技术力量 军事力量
jslo 监牢
jsls 就事论事
jslt 近水楼台
jsly 近水楼台先得月
jsmm 精神面貌
jsmo 紧密
jsmx 技术密集型
jsmy 集市贸易
jsnd 九十年代
jsnl 几十年来
jsp, 景颇
jspg 紧迫感
jspj 监票
jspw 紧迫
jspx 技术培训 紧迫性
jspz 景颇族
jsqb 军事情报
jsqf 紧俏
jsqn 坚强
jsqq 紧缺 景气
jsqz 景区
jsr, 坚忍
jsrc 技术人才
jsrh 坚韧
jsrw 接受任务
jsry 技术人员
jsrz 紧日子
jss 晶
jss/ 紧缩
jssc 景深
jssf 鉴赏
jssg 景山
jssh 监事会
jssj 精神世界
jssk 晶石
jssl 精神食粮
jssm 紧随
jsso 坚实 坚守
jssp 监视
jssq 监视器
jssr 极少数人
jsss 军事设施 晶
jsst 景色
jssw 紧身
jssx 军事思想
jssy 建设事业
jssz 军事素质
jstf 晶体
jstg 紧贴
jsth 锦上添花
jstl 景泰蓝 监听
jstu 坚挺
jstx 即时通讯
jstz 举手投足
jsv 坚
jswh 军事委员会
jswj 见所未见
jswk 金石为开
jswm 精神文明 举世闻名
jswq 景物
jsws 精神文明建设 举世无双
jswu 紧握
jsxd 军事行动
jsxf 坚信
jsxj 技术先进
jsxl 军事训练
jsxm 建设项目
jsxs 九三学社
jsxt 景象
jsxx 技术信息
jsxz 技术协作
jsy 景
jsyb 晶莹
jsyd 尽收眼底
jsyf 景仰
jsyh 鉴于 建设银行
jsyj 紧要
jsyk 坚硬
jsyl 景
jsyr 教书育人
jsys 九死一生
jsyt 监狱
jsyx 军事演习
jsyy 坚毅 骄奢淫逸
jsyz 军事援助
jsz; 景致
jsza 坚贞
jszb 军事装备
jszc 技术职称
jszd 监守自盗 紧张的
jszh 洁身自好
jszl 举手之劳
jszm 举世瞩目
jszn 紧张
jszq 监制
jszr 技术转让
jszs 技术知识
jszt 精神状态 晶状体
jszu 紧抓
jszw 紧追
jszx 技术咨询
jszz 精神支柱
jt 几 九
jt, 解
jt,q 解
jtap 具体安排
jtaq 交通安全
jtba 几步
jtbf 几倍
jtbj 几本
jtbk 几百
jtbl 久别
jtbm 交通部门
jtbn 几百年
jtbp 几遍
jtbq 祭拜
jtbt 解包
jtbx 具体表现
jtby 急病 狡辩
jtc/ 急驰
jtcc 急匆匆
jtcf 急促
jtck 九成
jtcl 卷土重来
jtcm 解除
jtcn 几层
jtcs 具体措施
jtct 几处
jtcv 几场
jtcy 几次
jtd 系
jtda 几点
jtdd 惊天动地
jtde 急得
jtdf 几代
jtdg 急电
jtdh 解毒
jtdl 急跌
jtdo 角斗
jtdp 解读
jtdq 解答
jtdr 几代人
jtds 具体地说
jtdt 几多
jtdv 系
jtdw 几段
jtdx 交通大学
jtdy 角度
jtet 饥饿
jtfc 解放初 句法
jtfg 交通法规
jtfh 借题发挥 解放后
jtfj 解放军
jtfm 几方面
jtfn 家庭妇女
jtfq 解放前
jtfr 几番 几分
jtft 飓风
jtfx 具体分析
jtfy 解放
jtfz 几分钟
jtg 飓
jtgd 具体规定
jtgf 几个 九个
jtgh 狙 飓
jtgj 交通工具
jtgp 解雇
jtgr 几个人
jtgs 集团公司
jtgx 及格
jtgy 几个月
jtgz 具体工作
jth 祭
jth, 饯
jthb 饥荒
jthd 祭
jthf 几何
jthg 几回
jthl 惊涛骇浪 句号
jtho 解恨
jthp 句话
jthr 几乎
jths 九华山
jtht 狡猾
jthv 急坏
jthx 几何学
jthz 解惑
jti 灸
jtir 灸
jtj 馑
jtj/ 久经 几经
jtja 馑
jtjc 九江
jtje 交头接耳
jtjf 急件
jtjh 狙击
jtjj 解救 急救
jtjn 急剧
jtjo 几家
jtjt 急急 久久 几句
jtju 几间
jtjx 解禁
jtjy 解决
jtjz 鲒
jtk 獗
jtkc 饥渴 解渴
jtkg 几颗
jtkh 解开
jtki 獗
jtkl 几口
jtkv 几块
jtl 句 咎
jtl, 角力
jtl; 几辆
jtlb 角落
jtlc 急流
jtld 狷
jtle 焦头烂额
jtlf 急令
jtli 几类
jtlk 九龙
jtln 进退两难
jtls 具体来说
jtlt 久留
jtly 几率
jtmd 角膜
jtmi 几米
jtmk 解码
jtmn 饥民
jtmo 急忙 解密
jtmp 解谜
jtmq 几秒
jtmt 几名
jtmu 解闷
jtmx 几枚
jtmz 几秒钟
jtn 鲫
jtn. 解难
jtn; 鲫
jtnf 系念
jtnh 几年后
jtnj 解囊
jtnl 几年来
jtnq 几年 九年
jtnr 觖
jtny 几内亚
jtp 急
jtpj 解聘
jtpl 祭品
jtpo 急
jtpq 几篇
jtpw 急迫
jtpx 解剖学
jtpy 解剖
jtq; 急切
jtqg 几圈
jtqh 角球
jtqj 及其
jtqk 具体情况
jtql 祭器
jtqn 几千年
jtqq 几千
jtqv 几起
jtqw 九泉
jtrs 几日 九日
jtru 解热
jts 鲣
jts. 鲣
jtsb 家徒四壁
jtsc 解说词
jtsd 脚踏实地
jtse 几所
jtsg 交通事故
jtsh 家庭生活
jtsj 解散 急事 急速
jtsk 狡兔三窟
jtsn 交通枢纽
jtsp 祭祀 解说
jtsq 解手
jtsr 解释
jtss 及时 几时
jtst 角色
jtsu 祭扫
jtsx 及时性
jtsy 及时雨
jtsz 句式
jtt 饥 角
jttd 解脱
jttf 解体
jtth 角 几天 九天
jttj 具体条件
jttk 解套
jttp 鸠
jttq 几天前
jtts 解题
jttt 几条 九条
jttv 祭坛
jtv 及 久
jtw; 几万
jtwd 经天纬地
jtwf 几位
jtwg 解围 进退维谷
jtwh 久违
jtwj 九五
jtwt 具体问题
jtwu 久闻
jtx 桀
jtxb 急性病
jtxe 饯行
jtxf 急先锋
jtxg 狡黠
jtxh 句型
jtxj 几下
jtxl 急需 九霄
jtxo 急性
jtxp 几许
jtxt 交通系统
jtxw 街头巷尾
jtxx 精挑细选 解析
jtxy 街谈巷议
jtxz 急性子
jty 饺
jty/ 解约
jtyb 解药
jtyd 交通要道 九月
jtyf 久仰
jtyg 几眼
jtyh 急于 久远
jtyi 獍
jtyk 解压
jtyl 鲸
jtyn 久已
jtyo 解忧
jtyq 具体要求
jtyr 鲚 鲛 狡 饺
jtys 交通运输 解压缩
jtyt 急用 鲸鱼
jtyx 几样
jtyy 家庭影院
jtz/ 急骤
jtz; 及至
jtzc 角质层
jtzd 具体指导
jtze 角质
jtzf 具体做法
jtzg 九寨沟
jtzi 九州
jtzj 解职
jtzk 角逐
jtzl 急躁
jtzm 句子 饺子 兼听则明
jtzn 几张
jtzp 急诊 狡诈 祭祖
jtzs 及早 急诊室
jtzt 几周
jtzu 九折
jtzw 急转弯
jtzx 交通秩序
jtzy 集体主义 教条主义 九族
ju 间
ju; 拒
ju;, 拣
ju;; 拒
ju;h 捷
jubd 据报道
jubh 接班
jubk 拒不
jubr 接班人
jubu 拘捕 搅拌 捷报
jubx 揭榜
jubz 据报载
juca 据此
jucd 据测定
jucf 据传
jucm 挤出 捐出
juco 揭穿
jucq 据称
juct 接触
jucx 据查
jud; 接到
juda 据点
jude 接待
judh 搅动
judi 间断 挤兑
judp 间谍
judq 揭短
juds 接待室
judu 挤掉
judv 接地
judz 接待站
juf 捡
juf, 揭发
juf/ 接缝
jufc 技法
juff 拒付
jufl 捡
jufx 据分析
jug 攫
jug/ 捐给
jug; 接轨
jugh 攫
jugj 技工 接过
jugm 间隔
jugn 技改
jugq 接管
juhg 接回
juhz 间或
jui 搛
jui; 搛
juj 技
juj, 间架
juj. 技
juj/ 拒绝
jujc 接济
juje 接近 捷径
jujg 接见
jujh 掘进
jujl 间距
jujp 拘谨
jujs 据介绍
juju 间接 拮据
jujx 拘禁 接机
jujy 接近于
jujz 拮
juk 撅
jukh 揭开
juki 撅
jukj 捐款 捷克
jukl 接口
juko 接客
juku 拮抗
juky 掎
jul 捐
jul, 接力
jul; 接连
julb 接力棒
juld 捐
julk 接龙
jull 揭露
julq 搅乱 挟
juls 拘留所 接力赛
jult 拘留
jumb 揭幕
jumc 挤满
jumo 揭密
jumq 揭秘
jun 据
jun. 技能
jun/ 接纳
junc 拘泥
junk 捃
junq 据
junr 抉
junt 掘
juny 拘泥于
juo 搅
juor 搅
jupu 揭批
juq 揪
